iHOT频道,#genre#
云南卫视,http://101.68.81.44:9999/rtp/233.50.201.46:5140$720x576
云南卫视,http://115.171.58.66:4022/rtp/225.1.8.139:8108$720x576
云南卫视,http://14.135.72.70:8888/rtp/239.121.4.48:8262$720x576
云南影视,http://enlen.vip:4022/rtp/239.200.200.15:8856$1920x1080
云南娱乐,http://enlen.vip:4022/rtp/239.200.200.13:8848$1920x1080
辽宁频道,#genre#
四川频道,#genre#
峨眉电影,http://171.213.130.195:8086/rtp/239.93.0.252:5140$1920x1080
峨眉电影,http://220.166.248.4:4022/rtp/239.93.0.252:5140$1920x1080
峨眉电影,http://171.213.128.195:3333/rtp/239.93.0.252:5140$1920x1080
峨眉电影,http://125.71.159.29:6666/rtp/239.93.0.252:5140$1920x1080
峨眉电影,http://171.213.145.170:9999/rtp/239.93.0.252:5140$1920x1080
峨眉电影,http://171.88.175.52:8888/rtp/239.93.0.252:5140$1920x1080
峨眉电影,http://xeace.cn:8888/rtp/239.93.0.252:5140$1920x1080
峨眉电影,http://171.213.196.59:5555/rtp/239.93.0.252:5140$1920x1080
峨眉电影,http://171.213.140.207:5555/rtp/239.93.0.252:5140$1920x1080
峨眉电影,http://yuzhe.ltd:5555/rtp/239.93.0.252:5140$1920x1080
四川经济,http://171.213.130.195:8086/rtp/239.93.1.101:5140$1920x1080
四川经济,http://220.166.248.4:4022/rtp/239.93.1.101:5140$1920x1080
四川经济,http://171.213.128.195:3333/rtp/239.93.1.101:5140$1920x1080
四川经济,http://125.71.159.29:6666/rtp/239.93.1.101:5140$1920x1080
四川经济,http://171.213.145.170:9999/rtp/239.93.1.101:5140$1920x1080
四川经济,http://171.88.175.52:8888/rtp/239.93.1.101:5140$1920x1080
四川经济,http://xeace.cn:8888/rtp/239.93.1.101:5140$1920x1080
四川经济,http://171.213.196.59:5555/rtp/239.93.1.101:5140$1920x1080
四川经济,http://171.213.140.207:5555/rtp/239.93.1.101:5140$1920x1080
四川经济,http://yuzhe.ltd:5555/rtp/239.93.1.101:5140$1920x1080
四川文旅,http://171.213.130.195:8086/rtp/239.93.1.102:5140$1920x1080
四川文旅,http://220.166.248.4:4022/rtp/239.93.1.102:5140$1920x1080
四川文旅,http://171.213.128.195:3333/rtp/239.93.1.102:5140$1920x1080
四川文旅,http://125.71.159.29:6666/rtp/239.93.1.102:5140$1920x1080
四川文旅,http://171.213.145.170:9999/rtp/239.93.1.102:5140$1920x1080
四川文旅,http://171.88.175.52:8888/rtp/239.93.1.102:5140$1920x1080
四川文旅,http://xeace.cn:8888/rtp/239.93.1.102:5140$1920x1080
四川文旅,http://171.213.196.59:5555/rtp/239.93.1.102:5140$1920x1080
四川文旅,http://171.213.140.207:5555/rtp/239.93.1.102:5140$1920x1080
四川文旅,http://yuzhe.ltd:5555/rtp/239.93.1.102:5140$1920x1080
四川新闻,http://171.213.130.195:8086/rtp/239.93.0.47:5140$1920x1080
四川新闻,http://220.166.248.4:4022/rtp/239.93.0.47:5140$1920x1080
四川新闻,http://171.213.128.195:3333/rtp/239.93.0.47:5140$1920x1080
四川新闻,http://125.71.159.29:6666/rtp/239.93.0.47:5140$1920x1080
四川新闻,http://171.213.145.170:9999/rtp/239.93.0.47:5140$1920x1080
四川新闻,http://171.88.175.52:8888/rtp/239.93.0.47:5140$1920x1080
四川新闻,http://xeace.cn:8888/rtp/239.93.0.47:5140$1920x1080
四川新闻,http://171.213.196.59:5555/rtp/239.93.0.47:5140$1920x1080
四川新闻,http://171.213.140.207:5555/rtp/239.93.0.47:5140$1920x1080
四川新闻,http://yuzhe.ltd:5555/rtp/239.93.0.47:5140$1920x1080
四川影视,http://171.213.130.195:8086/rtp/239.93.0.166:5140$1920x1080
四川影视,http://220.166.248.4:4022/rtp/239.93.0.166:5140$1920x1080
四川影视,http://171.213.128.195:3333/rtp/239.93.0.166:5140$1920x1080
四川影视,http://125.71.159.29:6666/rtp/239.93.0.166:5140$1920x1080
四川影视,http://171.213.145.170:9999/rtp/239.93.0.166:5140$1920x1080
四川影视,http://171.88.175.52:8888/rtp/239.93.0.166:5140$1920x1080
四川影视,http://xeace.cn:8888/rtp/239.93.0.166:5140$1920x1080
四川影视,http://171.213.196.59:5555/rtp/239.93.0.166:5140$1920x1080
四川影视,http://171.213.140.207:5555/rtp/239.93.0.166:5140$1920x1080
四川影视,http://yuzhe.ltd:5555/rtp/239.93.0.166:5140$1920x1080
四川科教,http://171.213.130.195:8086/rtp/239.93.42.44:5140$1920x1080
四川科教,http://220.166.248.4:4022/rtp/239.93.42.44:5140$1920x1080
四川科教,http://171.213.128.195:3333/rtp/239.93.42.44:5140$1920x1080
四川科教,http://125.71.159.29:6666/rtp/239.93.42.44:5140$1920x1080
四川科教,http://171.213.145.170:9999/rtp/239.93.42.44:5140$1920x1080
四川科教,http://171.88.175.52:8888/rtp/239.93.42.44:5140$1920x1080
四川科教,http://xeace.cn:8888/rtp/239.93.42.44:5140$1920x1080
四川科教,http://171.213.196.59:5555/rtp/239.93.42.44:5140$1920x1080
四川科教,http://171.213.140.207:5555/rtp/239.93.42.44:5140$1920x1080
四川科教,http://yuzhe.ltd:5555/rtp/239.93.42.44:5140$1920x1080
SCTV7,http://171.213.130.195:8086/rtp/239.93.0.219:5140$1920x1080
SCTV7,http://220.166.248.4:4022/rtp/239.93.0.219:5140$1920x1080
SCTV7,http://171.213.128.195:3333/rtp/239.93.0.219:5140$1920x1080
SCTV7,http://125.71.159.29:6666/rtp/239.93.0.219:5140$1920x1080
SCTV7,http://171.213.145.170:9999/rtp/239.93.0.219:5140$1920x1080
SCTV7,http://171.88.175.52:8888/rtp/239.93.0.219:5140$1920x1080
SCTV7,http://xeace.cn:8888/rtp/239.93.0.219:5140$1920x1080
SCTV7,http://171.213.196.59:5555/rtp/239.93.0.219:5140$1920x1080
SCTV7,http://171.213.140.207:5555/rtp/239.93.0.219:5140$1920x1080
SCTV7,http://yuzhe.ltd:5555/rtp/239.93.0.219:5140$1920x1080
四川乡村,http://171.213.130.195:8086/rtp/239.93.0.52:5140$1920x1080
四川乡村,http://220.166.248.4:4022/rtp/239.93.0.52:5140$1920x1080
四川乡村,http://171.213.128.195:3333/rtp/239.93.0.52:5140$1920x1080
四川乡村,http://125.71.159.29:6666/rtp/239.93.0.52:5140$1920x1080
四川乡村,http://171.213.145.170:9999/rtp/239.93.0.52:5140$1920x1080
四川乡村,http://171.88.175.52:8888/rtp/239.93.0.52:5140$1920x1080
四川乡村,http://xeace.cn:8888/rtp/239.93.0.52:5140$1920x1080
四川乡村,http://171.213.196.59:5555/rtp/239.93.0.52:5140$1920x1080
四川乡村,http://171.213.140.207:5555/rtp/239.93.0.52:5140$1920x1080
四川乡村,http://yuzhe.ltd:5555/rtp/239.93.0.52:5140$1920x1080
i成都,http://171.213.130.195:8086/rtp/239.93.1.104:1234$1920x1080
i成都,http://220.166.248.4:4022/rtp/239.93.1.104:1234$1920x1080
i成都,http://171.213.128.195:3333/rtp/239.93.1.104:1234$1920x1080
i成都,http://125.71.159.29:6666/rtp/239.93.1.104:1234$1920x1080
i成都,http://171.213.145.170:9999/rtp/239.93.1.104:1234$1920x1080
i成都,http://171.88.175.52:8888/rtp/239.93.1.104:1234$1920x1080
i成都,http://xeace.cn:8888/rtp/239.93.1.104:1234$1920x1080
i成都,http://171.213.196.59:5555/rtp/239.93.1.104:1234$1920x1080
i成都,http://171.213.140.207:5555/rtp/239.93.1.104:1234$1920x1080
i成都,http://yuzhe.ltd:5555/rtp/239.93.1.104:1234$1920x1080
CDTV1,http://171.213.130.195:8086/rtp/239.93.0.16:5140$1920x1080
CDTV1,http://220.166.248.4:4022/rtp/239.93.0.16:5140$1920x1080
CDTV1,http://171.213.128.195:3333/rtp/239.93.0.16:5140$1920x1080
CDTV1,http://125.71.159.29:6666/rtp/239.93.0.16:5140$1920x1080
CDTV1,http://171.213.145.170:9999/rtp/239.93.0.16:5140$1920x1080
CDTV1,http://171.88.175.52:8888/rtp/239.93.0.16:5140$1920x1080
CDTV1,http://xeace.cn:8888/rtp/239.93.0.16:5140$1920x1080
CDTV1,http://171.213.196.59:5555/rtp/239.93.0.16:5140$1920x1080
CDTV1,http://171.213.140.207:5555/rtp/239.93.0.16:5140$1920x1080
CDTV1,http://yuzhe.ltd:5555/rtp/239.93.0.16:5140$1920x1080
CDTV2,http://171.213.130.195:8086/rtp/239.93.0.17:1239$1920x1080
CDTV2,http://220.166.248.4:4022/rtp/239.93.0.17:1239$1920x1080
CDTV2,http://171.213.128.195:3333/rtp/239.93.0.17:1239$1920x1080
CDTV2,http://125.71.159.29:6666/rtp/239.93.0.17:1239$1920x1080
CDTV2,http://171.213.145.170:9999/rtp/239.93.0.17:1239$1920x1080
CDTV2,http://171.88.175.52:8888/rtp/239.93.0.17:1239$1920x1080
CDTV2,http://xeace.cn:8888/rtp/239.93.0.17:1239$1920x1080
CDTV2,http://171.213.196.59:5555/rtp/239.93.0.17:1239$1920x1080
CDTV2,http://171.213.140.207:5555/rtp/239.93.0.17:1239$1920x1080
CDTV2,http://yuzhe.ltd:5555/rtp/239.93.0.17:1239$1920x1080
CDTV3,http://171.213.130.195:8086/rtp/239.93.0.18:1238$1920x1080
CDTV3,http://220.166.248.4:4022/rtp/239.93.0.18:1238$1920x1080
CDTV3,http://171.213.128.195:3333/rtp/239.93.0.18:1238$1920x1080
CDTV3,http://125.71.159.29:6666/rtp/239.93.0.18:1238$1920x1080
CDTV3,http://171.213.145.170:9999/rtp/239.93.0.18:1238$1920x1080
CDTV3,http://171.88.175.52:8888/rtp/239.93.0.18:1238$1920x1080
CDTV3,http://xeace.cn:8888/rtp/239.93.0.18:1238$1920x1080
CDTV3,http://171.213.196.59:5555/rtp/239.93.0.18:1238$1920x1080
CDTV3,http://171.213.140.207:5555/rtp/239.93.0.18:1238$1920x1080
CDTV3,http://yuzhe.ltd:5555/rtp/239.93.0.18:1238$1920x1080
CDTV4,http://171.213.130.195:8086/rtp/239.93.0.19:1250$1920x1080
CDTV4,http://220.166.248.4:4022/rtp/239.93.0.19:1250$1920x1080
CDTV4,http://171.213.128.195:3333/rtp/239.93.0.19:1250$1920x1080
CDTV4,http://125.71.159.29:6666/rtp/239.93.0.19:1250$1920x1080
CDTV4,http://171.213.145.170:9999/rtp/239.93.0.19:1250$1920x1080
CDTV4,http://171.88.175.52:8888/rtp/239.93.0.19:1250$1920x1080
CDTV4,http://xeace.cn:8888/rtp/239.93.0.19:1250$1920x1080
CDTV4,http://171.213.196.59:5555/rtp/239.93.0.19:1250$1920x1080
CDTV4,http://171.213.140.207:5555/rtp/239.93.0.19:1250$1920x1080
CDTV4,http://yuzhe.ltd:5555/rtp/239.93.0.19:1250$1920x1080
CDTV5,http://171.213.130.195:8086/rtp/239.93.1.231:5140$1920x1080
CDTV5,http://220.166.248.4:4022/rtp/239.93.1.231:5140$1920x1080
CDTV5,http://171.213.128.195:3333/rtp/239.93.1.231:5140$1920x1080
CDTV5,http://125.71.159.29:6666/rtp/239.93.1.231:5140$1920x1080
CDTV5,http://171.213.145.170:9999/rtp/239.93.1.231:5140$1920x1080
CDTV5,http://171.88.175.52:8888/rtp/239.93.1.231:5140$1920x1080
CDTV5,http://xeace.cn:8888/rtp/239.93.1.231:5140$1920x1080
CDTV5,http://171.213.196.59:5555/rtp/239.93.1.231:5140$1920x1080
CDTV5,http://171.213.140.207:5555/rtp/239.93.1.231:5140$1920x1080
CDTV5,http://yuzhe.ltd:5555/rtp/239.93.1.231:5140$1920x1080
CDTV6,http://171.213.130.195:8086/rtp/239.93.0.21:1251$1920x1080
CDTV6,http://220.166.248.4:4022/rtp/239.93.0.21:1251$1920x1080
CDTV6,http://171.213.128.195:3333/rtp/239.93.0.21:1251$1920x1080
CDTV6,http://125.71.159.29:6666/rtp/239.93.0.21:1251$1920x1080
CDTV6,http://171.213.145.170:9999/rtp/239.93.0.21:1251$1920x1080
CDTV6,http://171.88.175.52:8888/rtp/239.93.0.21:1251$1920x1080
CDTV6,http://xeace.cn:8888/rtp/239.93.0.21:1251$1920x1080
CDTV6,http://171.213.196.59:5555/rtp/239.93.0.21:1251$1920x1080
CDTV6,http://171.213.140.207:5555/rtp/239.93.0.21:1251$1920x1080
CDTV6,http://yuzhe.ltd:5555/rtp/239.93.0.21:1251$1920x1080
江西频道,#genre#
江XA二套,http://182.84.232.23:9999/rtp/239.252.220.238:5140$1920x1080
江XA二套,http://220.176.218.6:8888/rtp/239.252.220.238:5140$1920x1080
江XA三套,http://182.84.232.23:9999/rtp/239.252.219.173:5140$1920x1080
江XA三套,http://220.176.218.6:8888/rtp/239.252.219.173:5140$1920x1080
江XA五套,http://182.84.232.23:9999/rtp/239.252.220.102:5140$1920x1080
江XA五套,http://220.176.218.6:8888/rtp/239.252.220.102:5140$1920x1080
江XA六套,http://182.84.232.23:9999/rtp/239.252.219.113:5140$1920x1080
江XA六套,http://220.176.218.6:8888/rtp/239.252.219.113:5140$1920x1080
江XA七套,http://182.84.232.23:9999/rtp/239.252.220.100:5140$1920x1080
江XA七套,http://220.176.218.6:8888/rtp/239.252.220.100:5140$1920x1080
江XA教育,http://182.84.232.23:9999/rtp/239.252.219.115:5140$1920x1080
江XA教育,http://220.176.218.6:8888/rtp/239.252.219.115:5140$1920x1080
